Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Collision Type,Circumstance_Category,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Person ID,Drivers License State,Vehicle ID,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Latitude,Longitude,Vehicle Model,hour,Crash_year,Crash_month,Crash_day,Crash_hour,Crash_day_name,Crash_date,Crash_week
236,MCP3445000T,250039237,Montgomery_County_Police,Property Damage Crash,2025-08-30 18:00:00,Maryland_State_Route,SHADY GROVE RD,SLIGO AVE,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,BAED999D-3329-4A8C-9915-BEAC4D017B02,MD,14B5F2DF-4EAA-47B9-82A3-0E0DBE006EF7,VehicleNotAtScene,SportUtilityVehicle,SlowingOrStopping,Not On Roadway,2.5,No,No,2014,HYUNDAI,39.0440999,-77.10521923,Elantra_Hyundai,18,2025,8,30,18,Saturday,2025-08-30,35
237,MCP29390081,250037721,Montgomery_County_Police,Injury Crash,2025-08-23 12:52:00,Ramp_Route,RAMP 7 FR MD 109 WB TO RAMP 6 (TO IS270),OLD HUNDRED RD,Head-On,Road Obstruction,Clear,Dry,Daylight,No Control,None Detected,E509CD00-E897-4BBB-92F3-561AC17121D1,MD,9DB6E2C4-2B2F-494A-91DA-CD44287FF225,Eleven O Clock,PassengerCar,MovingConstantSpeed,North,45.0,No,No,2000,CHEVROLET,39.27744266,-77.32486892,Silverado_Chevrolet,12,2025,8,23,12,Saturday,2025-08-23,34
238,MCP3397001D,250038508,Montgomery_County_Police,Injury Crash,2025-08-28 14:59:00,US_State_Route,COLUMBIA PIKE,INDUSTRIAL PKWY,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,Traffic Signal,None Detected,820DAE87-A5F5-4B41-A296-FA72E1A4ADCC,MD,04805C4C-EC12-404B-8958-65EFBC667694,Six O Clock,PassengerCar,SlowingOrStopping,West,45.0,No,No,2024,HYUNDAI,39.05606477,-76.97129352,Elantra_Hyundai,14,2025,8,28,14,Thursday,2025-08-28,35
239,MCP29670074,250038173,Montgomery_County_Police,Property Damage Crash,2025-08-26 14:19:00,County_Route,PERSIMMON TREE RD,SHADOW OAK DR,Single Vehicle,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,13592D21-A771-435A-AB0E-ACA843AFD787,MD,21109938-0701-47C6-8829-002FC49F99BD,One O Clock,SportUtilityVehicle,NegotiatingCurve,Northbound,35.0,No,No,2019,MAZDA,38.97580328,-77.16877266,CX-5_Mazda,14,2025,8,26,14,Tuesday,2025-08-26,35
240,MCP3329004L,250038735,Montgomery_County_Police,Property Damage Crash,2025-08-23 12:05:00,Maryland_State_Route,GREENHILL DR,LINDEN AVE,Rear-End (Same Direction),Driver Inattention,Cloudy,Dry,Daylight,No Control,None Detected,EB3E2EF0-2DB7-4E05-B73F-326EA089B763,MD,AAEEDA30-A929-4AE4-B6D0-C6DF3B5833F5,VehicleNotAtScene,PassengerCar,SlowingOrStopping,Unknown,2.5,No,No,2017,FORD,38.99864396,-77.00283593,Escape_Ford,12,2025,8,23,12,Saturday,2025-08-23,34
241,MCP32950057,250038902,Montgomery_County_Police,Property Damage Crash,2025-08-30 18:37:00,County_Route,OLD COLUMBIA PIKE,FOREMAN BLVD,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,Stop Sign,None Detected,E8DC14F6-F902-4409-8E78-D577E65C6E04,MD,4602B0DD-F980-4F45-AFF8-CDDB47741FB3,VehicleNotAtScene,PassengerCar,MovingConstantSpeed,Southbound,35.0,No,No,2007,BMW,39.05764269,-76.96801065,3 Series_BMW,18,2025,8,30,18,Saturday,2025-08-30,35
242,MCP2746001Z,250037438,Montgomery_County_Police,Property Damage Crash,2025-08-21 20:53:00,Maryland_State_Route,VEIRS MILL RD (WB/L),ENT TO SHOPPING CENTER,Sideswipe (Same Direction),Driver Inattention,Clear,Dry,Dark - Lighted,No Control,None Detected,87264F81-ED0C-4A71-89B9-361353828C63,MD,4ED6817A-C37C-4F1C-9493-D504FE554B1F,One O Clock,PassengerCar,ChangingLanes,Westbound,45.0,No,No,2021,TOYOTA,39.06013362,-77.08939628,Camry_Toyota,20,2025,8,21,20,Thursday,2025-08-21,34
243,MCP32990052,250038976,Montgomery_County_Police,Injury Crash,2025-08-31 12:16:00,Maryland_State_Route,GEORGIA AVE (SB/L),DUVALL DR,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,F4D1C7A5-8234-4A67-B729-3203E411DB4E,MD,6FED0F82-0600-45AE-9DC4-CB1E2FE7020F,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,45.0,No,No,2024,NISSAN,39.1266835,-77.07236567,Sentra_Nissan,12,2025,8,31,12,Sunday,2025-08-31,35
244,DD5674001M,250035174,Rockville_Police_Department,Property Damage Crash,2025-08-07 15:17:00,Municipality_Route,N WASHINGTON ST,TURKEY FOOT RD,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,AD78DB76-BCA2-4186-81D9-A0E19FDB40D4,MD,5CBB1C14-2F8E-42DC-AC97-36CC6098846F,NonCollision,PickupTruck,MakingLeftTurn,Northbound,25.0,No,No,2003,FORD,39.09151989,-77.15355859,F-350_Ford,15,2025,8,7,15,Thursday,2025-08-07,32
245,MCP3405000V,250037901,Montgomery_County_Police,Property Damage Crash,2025-08-24 21:55:00,County_Route,QUEENSTOWN LA,GREAT SENECA HWY (SB/L),Single Vehicle,Lane Violation,Clear,Dry,Dark - Lighted,Traffic Signal,Suspect Alcohol Only,B30A3305-F846-4A94-B079-1BAD310BB455,MD,08406E03-7D74-44D5-BAAA-CCE3C97FB71C,Twelve O Clock,SportUtilityVehicle,Accelerating,Southbound,45.0,No,No,2014,TOYOTA,39.15343665,-77.27832523,RAV4_Toyota,21,2025,8,24,21,Sunday,2025-08-24,34
246,MCP3080005S,250038784,Montgomery_County_Police,Property Damage Crash,2025-08-29 21:18:00,Maryland_State_Route,GREAT SENECA HWY,SEVERN RD,Other,Driver Inattention,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,88640FEB-3B8F-4A8E-9C76-C0FAC5FCF573,MD,0D1F5305-754A-4534-9C38-48EE38E4F324,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,40.0,No,No,2014,SUBARU,39.16669131,-77.2707339,Forester_Subaru,21,2025,8,29,21,Friday,2025-08-29,35
247,MCP25860080,250037739,Montgomery_County_Police,Injury Crash,2025-08-23 16:11:00,Maryland_State_Route,FREDERICK RD,HIPSLEY MILL RD,Rear vs Side,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,07E98251-5A80-4F66-B9EF-05D587B72323,MD,89E38366-D3EF-44A6-8551-64AB260B0FBE,Eight O Clock,PassengerCar,MovingConstantSpeed,Eastbound,40.0,No,No,2014,FORD,39.25243228,-77.1392241,Mustang_Ford,16,2025,8,23,16,Saturday,2025-08-23,34
248,MCP31270054,250038885,Montgomery_County_Police,Property Damage Crash,2025-08-30 17:27:00,Maryland_State_Route,LANARK WAY,E GUDE DR,Sideswipe (Same Direction),Backing Error,Clear,Dry,Daylight,Traffic Signal,None Detected,5C9282E5-2BD2-46BB-8CFC-F3421E481844,MD,5A9E33F6-85D6-4764-A4D6-DE9DABF66561,Eleven O Clock,PassengerCar,Backing,Northbound,2.5,No,No,2008,HONDA,38.97999291,-77.09174428,Civic_Honda,17,2025,8,30,17,Saturday,2025-08-30,35
250,DD562000CK,250038095,Rockville_Police_Department,Property Damage Crash,2025-08-26 08:20:00,Municipality_Route,GAITHER RD,MUDDY BRANCH RD,Other,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,85C28185-8962-45BF-8A3A-610F8CC68617,MD,0EB32CF1-29FA-4DF8-89FE-D94E45B59F07,Eleven O Clock,PassengerCar,MovingConstantSpeed,Southbound,35.0,No,No,2023,NISSAN,39.1071432,-77.17261771,Altima_Nissan,8,2025,8,26,8,Tuesday,2025-08-26,35
251,MCP33870037,250038107,Montgomery_County_Police,Property Damage Crash,2025-08-26 09:05:00,County_Route,WOODFIELD RD,RIDGE RD,Back-to-Back,Backing Error,Clear,Dry,Daylight,No Control,None Detected,FB8DFF4E-8248-4EB3-B28F-45927ADA490C,MD,5EEEFC6F-4B46-47E7-9B07-A30E98F5C719,Seven O Clock,SchoolBus,Backing,Northbound,2.5,No,No,2018,HONDA,39.0080149,-76.98293362,Civic_Honda,9,2025,8,26,9,Tuesday,2025-08-26,35
252,EJ7898006V,250038161,Gaithersburg_Police_Department,Property Damage Crash,2025-08-26 13:37:00,Maryland_State_Route,DARNESTOWN RD (WB/L),SLIGO CREEK PKWY,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,1869BB29-4942-4E07-AB10-5F52A5E1E99F,MD,D1D42FF4-3F75-49A8-9C37-5863B04652B7,Eleven O Clock,PassengerCar,MakingRightTurn,Not On Roadway,15.0,No,No,2016,CHEVROLET,39.11768125,-77.25196094,Tahoe_Chevrolet,13,2025,8,26,13,Tuesday,2025-08-26,35
253,EJ79130016,250037993,Gaithersburg_Police_Department,Property Damage Crash,2025-08-25 15:05:00,Municipality_Route,S SUMMIT AVE,OLDE TOWNE AVE,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,E8441FE9-BFCF-4FE4-BC39-DD38DD7CAD3E,MD,4276663A-C848-4FDA-9C4F-79B1991D2889,One O Clock,PassengerCar,MakingLeftTurn,Eastbound,25.0,No,No,2021,BMW,39.14058538,-77.19367954,X1_BMW,15,2025,8,25,15,Monday,2025-08-25,35
254,MCP2864005D,250038125,Montgomery_County_Police,Injury Crash,2025-08-26 11:17:00,Maryland_State_Route,WATKINS RD,CALVERTON BLVD,Head-On,Road Obstruction,Clear,Dry,Daylight,No Control,None Detected,8FFD83D7-C9C6-4AD5-BFEA-440E5CC061A8,MD,E8325D24-0918-47EF-9C10-CE9631C4B944,VehicleNotAtScene,PickupTruck,Parked,East,35.0,No,Yes,2018,TOYOTA,38.98275046,-77.11380943,Tacoma_Toyota,11,2025,8,26,11,Tuesday,2025-08-26,35
255,MCP3171002S,250038977,Montgomery_County_Police,Injury Crash,2025-08-31 12:25:00,Municipality_Route,OLD COLUMBIA PIKE,ROCKVILLE PIKE,Rear-End (Same Direction),Driver Inattention,Clear,Ice,Daylight,No Control,None Detected,504A82D1-C96E-4478-B888-5E2C77B2C5E2,MD,5FB3EF90-2A54-4DAF-A6C3-BDA3CAFB3AAA,Eleven O Clock,PassengerCar,Accelerating,Northbound,2.5,No,No,2025,TESLA,39.16472295,-77.27516836,Model Y_Tesla,12,2025,8,31,12,Sunday,2025-08-31,35
256,MCP3438000Y,250037461,Montgomery_County_Police,Property Damage Crash,2025-08-21 22:51:00,Ramp_Route,RAMP 3 FR RAMP 6 (FR IS495) TO MD 187 NB,OLD GEORGETOWN RD RAMP 5 FR MD 187 SB TO RAMP 4 (TO IS495),Head-On,Surface Condition,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,CB23F3C8-7F6B-426F-B219-2709A457BDF9,MD,BEEF0A98-8632-49D4-9B40-A520EDCDF1C0,Twelve O Clock,PassengerCar,MakingLeftTurn,East,35.0,No,No,2008,TOYOTA,39.01519995,-77.11874549,Camry_Toyota,22,2025,8,21,22,Thursday,2025-08-21,34
257,MCP287500BB,250037732,Montgomery_County_Police,Property Damage Crash,2025-08-23 13:36:00,Maryland_State_Route,RIDGE RD,BREGMAN RD,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,DB381F1E-BD55-4167-B7F9-BD479096B90B,MD,0E91366E-219E-4B8C-A679-4BAC6D599058,VehicleNotAtScene,Van - Passenger (&lt;9 Seats),ChangingLanes,Northbound,40.0,No,No,2012,TOYOTA,39.26934405,-77.21726525,Sienna_Toyota,13,2025,8,23,13,Saturday,2025-08-23,34
258,MCP2195007K,250038482,Montgomery_County_Police,Injury Crash,2025-08-28 11:59:00,County_Route,FIELDCREST RD,WOODFIELD RD,Angle Collision,Traffic Control Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,A498200E-9147-4FB3-87CD-5CFDA3F47D24,MD,049043D0-0BE2-44B0-BFF6-F97A7416600D,Eleven O Clock,SportUtilityVehicle,MovingConstantSpeed,Northbound,45.0,No,No,1997,JEEP,39.18528828,-77.1508714,Cherokee_Jeep,11,2025,8,28,11,Thursday,2025-08-28,35
259,MCP3422001W,250036669,Montgomery_County_Police,Injury Crash,2025-08-16 23:24:00,Maryland_State_Route,16TH ST,EAST WEST HWY (WB/L),Rear vs Side,Surface Condition,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,DD7C56DC-1163-4331-A29E-4510C04FCAB1,MD,999B3274-0D8C-4B7E-96B6-FF4D8281090A,Five O Clock,PassengerCar,MakingLeftTurn,North,30.0,No,No,2007,HONDA,38.99456362,-77.03625708,Ridgeline_Honda,23,2025,8,16,23,Saturday,2025-08-16,33
260,DD5653005C,250037754,Rockville_Police_Department,Property Damage Crash,2025-08-22 15:07:00,Municipality_Route,GERMANTOWN RD,OBSERVATION DR,Head-On,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,0CD058F5-6D43-47C3-86C2-FD0C5E6C936E,VA,03B3C8FF-ED89-4EEF-AC82-8EE891CAB50E,Eleven O Clock,Van - Passenger (&lt;9 Seats),EnteringTrafficLane,Northbound,2.5,No,No,2017,HONDA,39.07482313,-77.1358382,Odyssey_Honda,15,2025,8,22,15,Friday,2025-08-22,34
261,MCP311100B1,250038295,Montgomery_County_Police,Injury Crash,2025-08-27 08:31:00,County_Route,TUCKERMAN LA,E FRANKLIN AVE,Rear-End (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,02A17230-FFF4-4801-9F73-53D8458E1178,MD,E5AFAE8E-283E-4FD9-A620-5DF6FD97D18F,Eleven O Clock,PassengerCar,MakingLeftTurn,West,35.0,No,No,2010,TOYOTA,39.03374949,-77.12293716,Yaris_Toyota,8,2025,8,27,8,Wednesday,2025-08-27,35
262,MCP235300D8,250034945,Montgomery_County_Police,Property Damage Crash,2025-08-06 10:12:00,Maryland_State_Route,OLD GEORGETOWN RD,CRESTHAVEN DR,Sideswipe (Same Direction),Lane Violation,Cloudy,Dry,Daylight,Other Pavement Marking,None Detected,52AACF59-38C8-4779-B821-AFB54AA38F3E,MD,BCDF5771-1E99-41D2-A9B4-FCAD6980331A,Ten O Clock,SportUtilityVehicle,MovingConstantSpeed,Eastbound,25.0,No,No,2024,MERCEDES-BENZ,38.9879887,-77.09966767,C-Class_Mercedes-Benz,10,2025,8,6,10,Wednesday,2025-08-06,32
263,MCP1235006L,250038385,Montgomery_County_Police,Property Damage Crash,2025-08-27 16:48:00,County_Route,RODNEY RD,RANDOLPH RD,Single Vehicle,Speed Related,Clear,Dry,Daylight,No Control,None Detected,50FDFCFF-23F1-4116-9B7A-0F34C36468F0,DC,D3449D50-592A-4B6A-A109-57EA3F722B5E,Eleven O Clock,PassengerCar,SlowingOrStopping,Southbound,40.0,No,No,2012,DODGE,39.0285355,-76.98350867,Avenger_Dodge,16,2025,8,27,16,Wednesday,2025-08-27,35
264,MCP3080005S,250038784,Montgomery_County_Police,Property Damage Crash,2025-08-29 21:18:00,Maryland_State_Route,GREAT SENECA HWY,EXIT #16,Other,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,3BC6802F-2CFD-4E2E-A6DD-6148A8E73D6A,MD,B58D84D4-9F14-4290-B4D8-47409973ED25,Four O Clock,PassengerCar,MakingLeftTurn,Southbound,40.0,No,No,2010,HONDA,39.16669131,-77.2707339,Insight_Honda,21,2025,8,29,21,Friday,2025-08-29,35
265,MCP34530011,250037735,Montgomery_County_Police,Property Damage Crash,2025-08-23 14:48:00,Maryland_State_Route,EXECUTIVE BLVD,CONNECTICUT AVE,Single Vehicle,Passing / Turning,Clear,Wet,Daylight,Traffic Signal,None Detected,32ECC353-AFE5-4D04-A4E0-D195A3ACE082,MD,692CBDFB-16D0-4A43-A947-49996786C4EA,VehicleNotAtScene,SportUtilityVehicle,NegotiatingCurve,Not On Roadway,2.5,No,No,2020,INFINITI,39.08271911,-76.94718759,QX60_Infiniti,14,2025,8,23,14,Saturday,2025-08-23,34
266,MCP2349001D,250038850,Montgomery_County_Police,Property Damage Crash,2025-08-30 13:00:00,Local_Route,CLARKSBURG OUTLETS EXIT,CABIN BRANCH AVE (NB/L),Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,99DBF669-C48C-47CF-AF2E-279C6DB3B24C,MD,B9D4FD23-E812-453B-A26E-034A9ED26FBE,Four O Clock,PassengerCar,Accelerating,Eastbound,25.0,No,No,2021,HYUNDAI,39.225158,-77.28863333,Sonata_Hyundai,13,2025,8,30,13,Saturday,2025-08-30,35
267,MCP29310089,250038001,Montgomery_County_Police,Injury Crash,2025-08-25 15:29:00,Maryland_State_Route,FREDERICK RD (SB/L),OLD VIC BLVD,Rear vs Side,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,13CA8D42-3CA2-4978-A446-F747D61280C9,MD,72833CC5-4A1C-48E6-ABDC-A6F83CFE5ACA,Eleven O Clock,SportUtilityVehicle,MakingLeftTurn,Eastbound,40.0,No,No,2016,JEEP,39.10943827,-77.16022467,Wrangler_Jeep,15,2025,8,25,15,Monday,2025-08-25,35
268,MCP2816004Q,250038086,Montgomery_County_Police,Injury Crash,2025-08-26 06:29:00,Maryland_State_Route,DARNESTOWN RD,IN CORP LMTS TAKOMA PARK,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,7F61790D-7366-475D-8493-8FD90046890C,MD,B732290E-36AB-4A4C-A68A-4F3BBE3AE38F,Twelve O Clock,PassengerCar,MakingLeftTurn,Westbound,30.0,No,No,2010,TOYOTA,39.10310241,-77.29109072,Corolla_Toyota,6,2025,8,26,6,Tuesday,2025-08-26,35
269,MCP15500067,250037500,Montgomery_County_Police,Property Damage Crash,2025-08-22 09:44:00,County_Route,POOKS HILL RD,ROCKVILLE PIKE,Angle Collision,Road Obstruction,Clear,Dry,Daylight,Traffic Signal,None Detected,2ABA41D3-541F-422E-AA6A-82BBEC132EBC,MD,5BB80B5C-7543-4BF0-952E-9FC87BFF2574,Twelve O Clock,PassengerCar,MovingConstantSpeed,North,35.0,No,No,2015,ACURA,39.01498733,-77.099797,TLX_Acura,9,2025,8,22,9,Friday,2025-08-22,34
270,MCP3408001R,250038628,Montgomery_County_Police,Property Damage Crash,2025-08-29 09:38:00,US_State_Route,NEW HAMPSHIRE AVE,CHRISTOPHER AVE,Angle Collision,Passing / Turning,Clear,Dry,Daylight,Traffic Signal,None Detected,DC5F661C-9CAC-4A94-BF41-21411A4F2288,VA,312BC98D-D9FB-464C-AB9E-1B53D3ADA7C9,Two O Clock,PassengerCar,MakingRightTurn,Southbound,30.0,No,No,2015,AUDI,38.99863483,-77.0262895,A4_Audi,9,2025,8,29,9,Friday,2025-08-29,35
272,MCP3397001B,250037373,Montgomery_County_Police,Property Damage Crash,2025-08-21 14:28:00,County_Route,BOURNEFIELD WAY,WARFIELD RD,Angle Collision,Right-of-Way Violation,Cloudy,Dry,Daylight,No Control,None Detected,4EFB3A8A-1EC1-45DF-AD77-121E04476D29,MD,E1958629-3427-4157-80FC-48E6C755DD72,Three O Clock,PassengerCar,MovingConstantSpeed,Southbound,25.0,No,No,2011,TOYOTA,39.05326523,-76.96172336,Camry_Toyota,14,2025,8,21,14,Thursday,2025-08-21,34
273,MCP33280050,250037549,Montgomery_County_Police,Property Damage Crash,2025-08-22 13:59:00,Private_Route,ODENDHAL AVE,WHETSTONE DR,Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,No Control,Suspect Alcohol Only,CA6442B9-CA03-43C8-AEF3-8B6CB8B15B50,MD,1F88F600-94FB-4BC4-AB6E-7024A512C2EF,One O Clock,PassengerCar,MakingLeftTurn,Northbound,25.0,No,No,2005,TOYOTA,39.06152343,-77.04451691,Corolla_Toyota,13,2025,8,22,13,Friday,2025-08-22,34
274,MCP29320098,250037670,Montgomery_County_Police,Property Damage Crash,2025-08-23 05:22:00,County_Route,EASTWOOD AVE,ROCKLEDGE DR,Sideswipe (Opposite Direction),Lane Violation,Clear,Dry,Dark - Lighted,No Control,None Detected,A0FF11F4-EE9D-42FE-A4DE-C21438A15A4B,MD,372647F4-769E-4556-963C-FFEEC4BF77EA,Eleven O Clock,SportUtilityVehicle,MovingConstantSpeed,Northbound,25.0,No,No,2007,TOYOTA,39.02699598,-77.01272054,RAV4_Toyota,5,2025,8,23,5,Saturday,2025-08-23,34
275,MCP3429000Y,250037559,Montgomery_County_Police,Property Damage Crash,2025-08-22 15:30:00,County_Route,NEOLA RD,HILLMEAD RD,Head-On,Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,F9D51670-2AD7-4019-85D9-0B45B619F6FD,MD,82F15618-AC0E-4322-B2D7-52987DF2F94A,Eleven O Clock,PassengerCar,MovingConstantSpeed,Northbound,25.0,No,No,2016,HONDA,39.0681481,-77.078074,Fit_Honda,15,2025,8,22,15,Friday,2025-08-22,34
276,MCP2603006X,250038659,Montgomery_County_Police,Property Damage Crash,2025-08-29 12:12:00,Maryland_State_Route,WOODFIELD RD (SB/L),CLARIDGE RD,Angle Collision,Driver Inattention,Clear,Dry,Daylight,No Control,None Detected,6332960F-BA33-4D9D-94EC-3F81B837F65E,MD,0B99B989-BA2C-42BB-A449-43B1FEE2F94D,One O Clock,PassengerCar,MovingConstantSpeed,Northbound,45.0,No,No,2024,TOYOTA,39.1601655,-77.15942183,Camry_Toyota,12,2025,8,29,12,Friday,2025-08-29,35
277,MCP9428005L,250038101,Montgomery_County_Police,Property Damage Crash,2025-08-26 09:18:00,Maryland_State_Route,VEIRS MILL RD,SEVEN LOCKS RD,Sideswipe (Same Direction),Passing / Turning,Clear,Dry,Daylight,Traffic Signal,None Detected,AE088893-774D-4BE9-B08A-F6B203245E34,MD,BD82D768-C055-412F-BD17-30B7478BD2E9,One O Clock,PassengerCar,MakingUTurn,Westbound,2.5,No,No,2023,HYUNDAI,39.26607833,-77.20660833,Tucson_Hyundai,9,2025,8,26,9,Tuesday,2025-08-26,35
278,MCP284600BP,250037015,Montgomery_County_Police,Property Damage Crash,2025-08-19 11:02:00,County_Route,PINEY BRANCH RD,BEAVERWOOD LA,Single Vehicle,Weather Related,Rain,Wet,Daylight,No Control,None Detected,97764BCC-80FE-4C33-B4A5-C7416AD8A5AB,MD,525D687E-D702-4984-A243-1A20286386FE,Ten O Clock,PassengerCar,MakingLeftTurn,Unknown,10.0,No,No,2019,FORD,39.0906693,-77.05914727,F-150_Ford,11,2025,8,19,11,Tuesday,2025-08-19,34
279,MCP32950056,250037855,Montgomery_County_Police,Injury Crash,2025-08-24 15:19:00,County_Route,ROCKVILLE PIKE,STONEBRIDGE VIEW DR,Other,Backing Error,Clear,Dry,Daylight,Traffic Signal,None Detected,AC96B724-BD70-4857-9D7A-2019B2EB016D,MD,27A9AD17-836A-419A-8146-8D1478D2EB57,Five O Clock,PassengerCar,Backing,Eastbound,2.5,No,No,2017,HYUNDAI,39.05420988,-76.95509164,Tucson_Hyundai,15,2025,8,24,15,Sunday,2025-08-24,34
280,MCP31130078,250038539,Montgomery_County_Police,Property Damage Crash,2025-08-28 17:30:00,County_Route,FREDERICK RD,NEW HAMPSHIRE AVE,Sideswipe (Same Direction),Weather Related,Clear,Dry,Daylight,No Control,None Detected,99E47362-04AF-41A4-93D3-BF6944E682BB,MD,36078742-CA2E-40C0-B6EC-49EBBCD87E37,Eleven O Clock,PassengerCar,Parked,South,2.5,No,Yes,2019,CHEVROLET,39.08273443,-76.94604845,Trax_Chevrolet,17,2025,8,28,17,Thursday,2025-08-28,35
281,MCP3339005H,250038181,Montgomery_County_Police,Property Damage Crash,2025-08-26 13:53:00,Spur_Route,UNIVERSITY BLVD W,RANDOLPH RD (WB/L),Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,0FB95336-23E6-4E91-9325-FF18976BF06D,MD,72AFE6FB-2601-4BDE-B623-574B59AFC5FC,One O Clock,SchoolBus,SlowingOrStopping,Westbound,35.0,No,No,2017,DODGE,39.05953671,-77.06161886,Charger_Dodge,13,2025,8,26,13,Tuesday,2025-08-26,35
282,MCP29390081,250037721,Montgomery_County_Police,Injury Crash,2025-08-23 12:52:00,Ramp_Route,RAMP 7 FR MD 109 WB TO RAMP 6 (TO IS270),OLD HUNDRED RD,Head-On,Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,D4E25DB0-072B-4148-B2C6-0BAE46B00B5F,MD,516D4A95-1DDD-4264-A8CE-06E8A7785C9E,Eleven O Clock,PassengerCar,MovingConstantSpeed,Westbound,45.0,No,No,2019,BUICK,39.27744266,-77.32486892,Encore_Buick,12,2025,8,23,12,Saturday,2025-08-23,34
283,MCP287500BC,250038414,Montgomery_County_Police,Property Damage Crash,2025-08-27 21:00:00,Maryland_State_Route,RIVER RD,ANNAPOLIS ROCK RD,Rear-End (Same Direction),Speed Related,Clear,Dry,Dark - Lighted,No Control,None Detected,3BCEE653-D849-4AF5-A663-F34133C2BEB4,MD,BDE7D06C-4508-49BF-AD82-9A2C8D35246D,Eleven O Clock,PassengerCar,MovingConstantSpeed,Eastbound,50.0,No,No,2011,HONDA,39.26920642,-77.15229591,Accord_Honda,21,2025,8,27,21,Wednesday,2025-08-27,35
284,MCP34010029,250036661,Montgomery_County_Police,Property Damage Crash,2025-08-16 22:20:00,County_Route,11TH AVE,OXBRIDGE DR,Rear-End (Same Direction),Lane Violation,Clear,Dry,Dark - Not Lighted,No Control,Suspect Alcohol Only,0DD67F2F-B2EF-4A58-89D6-2754E8049EAE,MD,497D16FB-907E-4D18-B0BB-FF9CF6295A74,Twelve O Clock,PassengerCar,MovingConstantSpeed,Eastbound,25.0,No,No,2003,NISSAN,38.997554,-76.98941517,Altima_Nissan,22,2025,8,16,22,Saturday,2025-08-16,33
285,MCP3230007J,250038509,Montgomery_County_Police,Injury Crash,2025-08-28 15:10:00,County_Route,CARROLTON RD (NB/L),NORBECK RD (WB/L),Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,0E20C3DB-C309-4A37-AC35-379A4A4E22E7,MD,E62284A1-9CD2-434D-9BF9-D3533BDF4F31,One O Clock,SportUtilityVehicle,MovingConstantSpeed,South,25.0,No,No,2015,JEEP,39.10395569,-77.08822125,Grand Cherokee_Jeep,15,2025,8,28,15,Thursday,2025-08-28,35
286,MCP32990052,250038976,Montgomery_County_Police,Injury Crash,2025-08-31 12:16:00,Maryland_State_Route,GEORGIA AVE (SB/L),UNIVERSITY BLVD E,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,04888822-13E7-4D71-99CA-FB2B5B5BB83A,MD,EAF990F4-C2C6-4AC6-87AC-8CC728B9D617,Six O Clock,PassengerCar,StoppedInTrafficLane,Southbound,45.0,No,No,2017,TOYOTA,39.1266835,-77.07236567,Camry_Toyota,12,2025,8,31,12,Sunday,2025-08-31,35
