Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Collision Type,Circumstance_Category,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Person ID,Drivers License State,Vehicle ID,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Latitude,Longitude,Vehicle Model,hour,Crash_year,Crash_month,Crash_day,Crash_hour,Crash_day_name,Crash_date,Crash_week
2570,MCP3260001X,250047320,Montgomery_County_Police,Property Damage Crash,2025-10-21 15:00:00,Maryland_State_Route,W DIAMOND AVE,GRACE CHURCH RD,Sideswipe (Same Direction),Passing / Turning,Clear,Dry,Daylight,No Control,None Detected,A4DE03B5-5A1C-42F9-8AEF-49EB4784CBF2,MD,68681850-1440-49B7-9EEA-6FDD215DCB90,Three O Clock,PassengerCar,Passing,Northbound,30.0,No,No,2011,NISSAN,38.986585,-77.02125767,Sentra_Nissan,15,2025,10,21,15,Tuesday,2025-10-21,43
2571,MCP3386003H,250046590,Montgomery_County_Police,Property Damage Crash,2025-10-16 17:58:00,County_Route,DEL RAY AVE,MIDDLEBROOK RD,Other,Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,1C8DA23D-66E1-4760-9876-0BC3E9008EBE,MD,ED61D917-0FE6-42B6-9739-0553CB9E427C,Seven O Clock,PassengerCar,Parked,North,25.0,No,Yes,2024,BMW,38.98968333,-77.09887767,X5_BMW,17,2025,10,16,17,Thursday,2025-10-16,42
2572,HA25590002,25002252,Takoma_Park_Police_Department,Property Damage Crash,2025-10-20 08:32:00,Maryland_State_Route,GEORGIA AVE (SB/L),RIDGE RD,Sideswipe (Same Direction),Lane Violation,Cloudy,Dry,Daylight,Traffic Signal,None Detected,DD574AF2-60F4-463B-A354-7D059FE58547,MD,2286AB62-5101-43D3-99BE-54A1B8A995FA,Ten O Clock,OtherTruck,MovingConstantSpeed,Southbound,25.0,No,No,2015,FORD,39.04757153,-77.05194982,E-Series_Ford,8,2025,10,20,8,Monday,2025-10-20,43
2573,MCP1305006F,250045502,Montgomery_County_Police,Property Damage Crash,2025-10-09 21:33:00,Maryland_State_Route,WOODFIELD RD,MUNCASTER MILL RD,Angle Collision,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,D287E3A8-EE5D-4C07-8AF1-DE6D1E75B07B,MD,E2E8619A-5223-44A4-840A-F2555AF6550A,VehicleNotAtScene,PassengerCar,MakingLeftTurn,Eastbound,35.0,No,No,2014,MERCEDES-BENZ,39.15898971,-77.16040254,C-Class_Mercedes-Benz,21,2025,10,9,21,Thursday,2025-10-09,41
2574,HA2549000K,25002238,Takoma_Park_Police_Department,Property Damage Crash,2025-10-18 11:24:00,Government_Route,VEIRS MILL RD,BEALL AVE #2,Rear vs Side,Driver Inattention,Clear,Dry,Daylight,Traffic Signal,None Detected,36431A7B-B36A-4A01-86B5-89938D367E61,MD,4AFBF86F-26B1-4AFC-9595-09950746FC7E,Three O Clock,OtherTruck,StoppedInTrafficLane,Southbound,25.0,No,No,2024,FORD,38.95766922,-77.10778517,F-150_Ford,11,2025,10,18,11,Saturday,2025-10-18,42
2575,MCP34120022,250046787,Montgomery_County_Police,Injury Crash,2025-10-17 21:30:00,County_Route,ATHERTON DR,ENT TO HOLY TRINITY CATHOLIC CHURCH,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Dark - Lighted,No Control,None Detected,5523328D-6862-45DC-9188-40CA49F2BD8B,MD,B191C244-4249-42D6-AAA7-9C9675609329,Six O Clock,PassengerCar,StoppedInTrafficLane,Eastbound,35.0,No,No,2021,TOYOTA,39.05727161,-77.07671801,Venza_Toyota,21,2025,10,17,21,Friday,2025-10-17,42
2576,EJ7886004P,250047225,Gaithersburg_Police_Department,Injury Crash,2025-10-21 04:40:00,Municipality_Route,CHRISTOPHER AVE,RUSSELL AVE (SB/L),Rear vs Side,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Flashing Traffic Signal,None Detected,42DB3B5F-0EEC-4599-96E3-73F66D1BD8A2,MD,5308E3D6-8BDC-466F-8F50-5BFAF85BA2C4,Twelve O Clock,PassengerCar,MovingConstantSpeed,Southbound,25.0,No,No,2020,FORD,39.15754617,-77.21351767,F-150_Ford,4,2025,10,21,4,Tuesday,2025-10-21,43
2577,MCP219800J2,250047022,Montgomery_County_Police,Injury Crash,2025-10-19 19:54:00,County_Route,SHADY GROVE RD,GRAND CHAMPION DR,Rear-End (Same Direction),Tailgating,Rain,Wet,Dark - Lighted,Traffic Signal,None Detected,C52AD8E9-0ED8-4949-8EDC-CA71E1091EA4,MD,B729B1D6-428B-4562-9CAA-180A7489557C,Twelve O Clock,PassengerCar,SlowingOrStopping,Northbound,40.0,No,No,2007,HONDA,39.12945317,-77.16422067,CR-V_Honda,19,2025,10,19,19,Sunday,2025-10-19,42
2578,MCP2159003Q,250046832,Montgomery_County_Police,Property Damage Crash,2025-10-18 10:42:00,Maryland_State_Route,RIDGE RD (SB/L),SUNDALE DR,Angle Collision,Backing Error,Clear,Dry,Daylight,Traffic Signal,None Detected,13B77EB3-7091-46E0-89EF-0B4116DF7B04,MD,3FA70283-93FB-4738-A7E8-E88F15F90DB2,NonCollision,Van - Passenger (&lt;9 Seats),Backing,Not On Roadway,2.5,No,No,2013,TOYOTA,39.22781759,-77.26693232,Sienna_Toyota,10,2025,10,18,10,Saturday,2025-10-18,42
2580,MCP3290004K,250046103,Montgomery_County_Police,Injury Crash,2025-10-14 07:22:00,Interstate_Route,CAPITAL BELTWAY,RAMP 5 FR MD 650 SB TO IS 495 EB,Sideswipe (Same Direction),Speed Related,Rain,Wet,Daylight,No Control,None Detected,F3D64A61-C7CF-4A20-872B-3E64866B63DC,MD,55AD9D15-F54F-4987-8D22-09F0C34AF4BD,Eleven O Clock,SportUtilityVehicle,MovingConstantSpeed,Eastbound,55.0,No,No,2013,TOYOTA,39.01667167,-77.02336967,Camry_Toyota,7,2025,10,14,7,Tuesday,2025-10-14,42
2581,MCP2939008D,250047317,Montgomery_County_Police,Injury Crash,2025-10-21 14:31:00,Maryland_State_Route,FREDERICK RD,DORSET AVE,Other,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,2C332CA0-2D83-455A-AEFA-FF0DABB612EB,MD,0A5D21CB-E2EF-41B8-8DD1-60DF8FA5A11A,Eleven O Clock,PassengerCar,MovingConstantSpeed,Northbound,30.0,No,No,2021,CHEVROLET,39.2842165,-77.315104,Silverado_Chevrolet,14,2025,10,21,14,Tuesday,2025-10-21,43
2582,MCP30500072,250045864,Montgomery_County_Police,Injury Crash,2025-10-12 15:35:00,Maryland_State_Route,GEORGIA AVE,CHRISTOPHER AVE,Single Vehicle,Right-of-Way Violation,Clear,Dry,Daylight,Stop Sign,None Detected,4C15FC50-3F25-49A4-A345-BA336EA20C3F,MD,34803C69-A15D-4D9E-994B-BC448FCA7A80,VehicleNotAtScene,PassengerCar,EnteringTrafficLane,Westbound,15.0,No,No,2008,NISSAN,39.0803202,-77.07435803,Altima_Nissan,15,2025,10,12,15,Sunday,2025-10-12,41
2583,MCP3073006S,250046620,Montgomery_County_Police,Property Damage Crash,2025-10-16 21:14:00,Maryland_State_Route,GEORGIA AVE,CONNECTICUT AVE,Rear-End (Same Direction),Tailgating,Clear,Dry,Dark - Not Lighted,No Control,None Detected,1BC5EE0D-9373-43B3-BDCE-FE0E21C949E1,MD,D0B8848E-E25D-40E8-9E00-CF75B915C8B7,Twelve O Clock,PassengerCar,SlowingOrStopping,Northbound,45.0,No,No,2024,KIA,39.19800468,-77.06645707,Forte_Kia,21,2025,10,16,21,Thursday,2025-10-16,42
2584,MCP3123008F,250046812,Montgomery_County_Police,Property Damage Crash,2025-10-18 08:04:00,County_Route,WINTERGATE DR,NO NAME NORBECK RD,Rear vs Side,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,F23FB589-9687-449A-935E-145E2DA1A368,MD,4159CDC7-4D76-45C8-B7B4-D3418A869B71,NonCollision,PickupTruck,Accelerating,Westbound,35.0,No,No,2002,FORD,39.11241238,-77.05911165,F-350_Ford,8,2025,10,18,8,Saturday,2025-10-18,42
2585,MCP34530013,250046286,Montgomery_County_Police,Property Damage Crash,2025-10-16 06:13:00,US_State_Route,GEORGIA AVE (SB/L),GEORGIA AVE,Sideswipe (Same Direction),Weather Related,Clear,Wet,Dark - Lighted,Traffic Signal,None Detected,B7FD837F-0658-4EFA-8CEF-5AB6FDC0B0E4,MD,C83CFA4D-B0E0-407A-822B-52444632E335,Twelve O Clock,PassengerCar,StoppedInTrafficLane,Northbound,30.0,No,No,2007,DODGE,38.9960572,-77.02805058,Charger_Dodge,6,2025,10,16,6,Thursday,2025-10-16,42
2586,MCP20160098,250047303,Montgomery_County_Police,Property Damage Crash,2025-10-21 13:53:00,Maryland_State_Route,FIRST ST,SUNDOWN RD,Sideswipe (Same Direction),Right-of-Way Violation,Clear,Dry,Daylight,No Control,None Detected,C26B4246-BAE8-40FA-A396-C30FDFD265AA,MD,CF3C6C61-5A74-488E-9171-630001151D6E,Ten O Clock,PassengerCar,ChangingLanes,Eastbound,35.0,No,No,2024,TOYOTA,39.0793225,-77.13800983,RAV4_Toyota,13,2025,10,21,13,Tuesday,2025-10-21,43
2587,MCP32320076,250047008,Montgomery_County_Police,Injury Crash,2025-10-19 18:22:00,Other_Public_Roadway,TIDEWATER CT,GEORGIA AVE GEORGIA AVE (SB/L),Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,5BB02037-AA62-4433-933C-F0D104E10DEA,MD,198A8C7A-D0AB-40DE-8166-314FE7218DBC,Twelve O Clock,PassengerCar,SlowingOrStopping,Northbound,35.0,No,No,2018,TOYOTA,39.1566845,-77.06579083,Camry_Toyota,18,2025,10,19,18,Sunday,2025-10-19,42
2588,MCP3197004W,250046424,Montgomery_County_Police,Injury Crash,2025-10-15 18:54:00,Maryland_State_Route,GEORGIA AVE,CHRISBAR CT,Rear-End (Same Direction),Tailgating,Clear,Dry,Dark - Lighted,No Control,None Detected,5816ECD7-C3D1-41CC-949B-EC2CA9580784,MD,08254DC3-BD77-4864-9C90-A511BA989232,Twelve O Clock,PassengerCar,MovingConstantSpeed,Northbound,40.0,No,No,2009,KIA,39.12910733,-77.07123883,Optima_Kia,18,2025,10,15,18,Wednesday,2025-10-15,42
2589,MCP29390089,250046750,Montgomery_County_Police,Injury Crash,2025-10-17 16:42:00,Maryland_State_Route,FREDERICK RD,MAPLE AVE,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,B06A8679-C81A-4765-9AEE-6C49FBD20227,MD,37C95D72-36C5-493C-80E0-EF49716AB7DF,Six O Clock,PassengerCar,StoppedInTrafficLane,Not On Roadway,40.0,No,No,2024,SUBARU,39.23261905,-77.27127277,Ascent_Subaru,16,2025,10,17,16,Friday,2025-10-17,42
2590,MCP34090013,250046411,Montgomery_County_Police,Property Damage Crash,2025-10-15 17:50:00,County_Route,SHADY GROVE RD (SB/L),CONNECTICUT AVE KNOWLES AVE,Rear-End (Same Direction),Driver Inattention,Clear,Dry,Daylight,Traffic Signal,None Detected,CEB44946-5BC6-41EC-A683-59A2C165C365,MD,370D6142-849D-41EE-A3A9-8AEE0E1122D3,Eleven O Clock,PassengerCar,EnteringTrafficLane,Northbound,35.0,No,No,2021,DODGE,39.11504939,-77.18550715,Durango_Dodge,17,2025,10,15,17,Wednesday,2025-10-15,42
2592,MCP3077002B,250047016,Montgomery_County_Police,Property Damage Crash,2025-10-19 19:45:00,Maryland_State_Route,GERMANTOWN RD (SB/L),ENT TO BURTONSVILLE VILLAGE SHOPPING CTR,Rear-End (Same Direction),Tailgating,Rain,Wet,Dark - Lighted,Other Signal,None Detected,7E7746F6-9D4A-445E-816A-455A7B77E996,MD,93DE7346-975D-4139-8C6A-77F3524D6713,Twelve O Clock,PassengerCar,Accelerating,Westbound,45.0,No,No,2008,HONDA,39.183499,-77.25670367,Civic_Honda,19,2025,10,19,19,Sunday,2025-10-19,42
2593,MCP3263005C,250046468,Montgomery_County_Police,Property Damage Crash,2025-10-16 07:50:00,County_Route,WESTLAKE DR,DEMOCRACY BLVD (EB/L),Rear-End (Same Direction),Road Obstruction,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,1A3747B8-A7E9-4A90-B961-9D6B19846C91,MD,8366F9C3-C719-4B89-9EAC-AE45E4E4EC6C,Twelve O Clock,PassengerCar,MovingConstantSpeed,North,35.0,No,No,2013,AUDI,39.02255013,-77.15015645,Q7_Audi,7,2025,10,16,7,Thursday,2025-10-16,42
2594,MCP2760007L,250046591,Montgomery_County_Police,Injury Crash,2025-10-16 18:00:00,County_Route,MONTGOMERY VILLAGE AVE (SB/L),STEDWICK RD,Single Vehicle,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,DF39B83D-6A21-441D-B2B4-836E00E9473C,MD,042F906F-F9EB-4F25-9098-D6A982D7FC0F,VehicleNotAtScene,PassengerCar,MakingLeftTurn,Eastbound,35.0,No,No,2005,TOYOTA,39.16973204,-77.20446624,Prius_Toyota,18,2025,10,16,18,Thursday,2025-10-16,42
2595,MCP25350034,250047196,Montgomery_County_Police,Injury Crash,2025-10-20 20:29:00,County_Route,RANDOLPH RD,BRIARDALE RD,Single Vehicle,Speed Related,Clear,Dry,Dark - Lighted,No Control,None Detected,00A600DD-059F-47AD-B1EB-3AFDB94CBCF4,MD,1129E502-D1A5-4AB1-8281-9DDCF53F19BB,Twelve O Clock,Motorcycle2Wheeled,MakingRightTurn,Northbound,30.0,No,No,2008,BMW,39.0532745,-77.11044617,X3_BMW,20,2025,10,20,20,Monday,2025-10-20,43
2596,MCP312900DN,250046851,Montgomery_County_Police,Property Damage Crash,2025-10-18 13:35:00,Maryland_State_Route,NORBECK RD,BAUER DR,Rear-End (Same Direction),Road Obstruction,Clear,Dry,Daylight,Traffic Signal,None Detected,5E015030-3BCD-4011-AAF0-8DFDBAB824B9,MD,0C21B61A-3249-4B4C-95C6-EC01B983AD33,Eleven O Clock,PassengerCar,MovingConstantSpeed,North,35.0,No,No,2019,SUBARU,39.09607687,-77.10987081,Impreza_Subaru,13,2025,10,18,13,Saturday,2025-10-18,42
2597,MCP320000GS,250046357,Montgomery_County_Police,Injury Crash,2025-10-15 14:10:00,County_Route,E JEFFERSON ST (SB/L),MONTROSE PKWY (WB/L),Angle Collision,Right-of-Way Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,DC3BCE8D-68AD-4993-82DB-4727BB43374C,VA,255B121D-0FFF-4889-BABB-A75BABF4501A,Eleven O Clock,PassengerCar,MovingConstantSpeed,Northbound,30.0,No,No,2011,VOLKSWAGEN,39.0508785,-77.12626233,Jetta SportWagen_Volkswagen,14,2025,10,15,14,Wednesday,2025-10-15,42
2598,MCP2770004R,250047098,Montgomery_County_Police,Property Damage Crash,2025-10-20 12:00:00,Maryland_State_Route,WOODFIELD RD (SB/L),COLLEGE VIEW DR,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,No Control,None Detected,3FC95EC3-1D6E-4A12-9162-1E971AA83D0E,MD,F56D0241-FF20-49F7-B156-00597BAEC2AE,Seven O Clock,PassengerCar,Parked,Southbound,35.0,No,Yes,2013,HONDA,39.17758512,-77.15096943,CR-V_Honda,12,2025,10,20,12,Monday,2025-10-20,43
2599,EJ7899002B,250046056,Gaithersburg_Police_Department,Injury Crash,2025-10-13 18:49:00,Maryland_State_Route,DARNESTOWN RD (WB/L),END BRIDGE,Rear-End (Same Direction),Weather Related,Rain,Wet,Dark - Lighted,Traffic Signal,Suspect Alcohol Only,2833F591-D9C9-464E-A423-E165051EB30E,MD,06722642-4FD5-4648-BFBE-84BB789B2E43,Twelve O Clock,PassengerCar,SlowingOrStopping,South,40.0,No,No,2018,JAGUAR,39.11781699,-77.25229405,XF_Jaguar,18,2025,10,13,18,Monday,2025-10-13,42
2600,MCP34140028,250046125,Montgomery_County_Police,Injury Crash,2025-10-14 09:15:00,County_Route,GRACE CHURCH RD,SECOND AVE,Angle Collision,Passing / Turning,Cloudy,Wet,Daylight,Stop Sign,None Detected,EA756CCA-FFAD-4459-8D89-91F02A581B09,MD,6971CCB4-A6FF-4E29-9DD8-F019160CCBBA,Eleven O Clock,PassengerCar,Accelerating,East,25.0,No,No,2015,CHEVROLET,39.00403647,-77.04100671,Malibu_Chevrolet,9,2025,10,14,9,Tuesday,2025-10-14,42
2601,MCP2376001J,250046432,Montgomery_County_Police,Property Damage Crash,2025-10-15 13:57:00,Maryland_State_Route,VEIRS MILL RD,MCCENEY AVE,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,0BB2D2F7-FE28-4A22-B9B0-2BE56286CAB4,MD,FC7C88C0-0B53-474B-B6D8-18C3AF468760,Nine O Clock,SportUtilityVehicle,MovingConstantSpeed,Northbound,30.0,No,No,2025,HONDA,39.05139774,-77.0746002,CR-V_Honda,13,2025,10,15,13,Wednesday,2025-10-15,42
2602,MCP2987009W,250047315,Montgomery_County_Police,Injury Crash,2025-10-21 14:42:00,Ramp_Route,RAMP 7 FR RP 2 (FR MD200 WB) TO US 29 SB,COLUMBIA PIKE (SB/L),Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,Traffic Signal,None Detected,768B398C-E934-4EF7-A8AC-EDEA82908189,MD,72FEB4F9-FFB7-40DD-8D5F-E9568276D996,Ten O Clock,PassengerCar,StoppedInTrafficLane,Southbound,50.0,No,No,2020,NISSAN,39.07406867,-76.955474,Kicks_Nissan,14,2025,10,21,14,Tuesday,2025-10-21,43
2603,MCP3348004X,250046604,Montgomery_County_Police,Injury Crash,2025-10-16 20:06:00,Maryland_State_Route,CONNECTICUT AVE,COLESVILLE RD,Head-On,Lane Violation,Clear,Dry,Dark - Lighted,No Control,None Detected,6F5EA187-B505-417C-84BE-27103C512636,MD,E73AF7B1-07A3-43AD-AC79-277615D2E4BF,Eleven O Clock,SportUtilityVehicle,MovingConstantSpeed,Northbound,35.0,No,No,2021,JEEP,39.06519117,-77.0739515,Wrangler_Jeep,20,2025,10,16,20,Thursday,2025-10-16,42
2604,MCP3253002S,250047235,Montgomery_County_Police,Property Damage Crash,2025-10-21 08:30:00,County_Route,SHADY GROVE RD (SB/L),COMPRINT CT,Angle Collision,Traffic Control Violation,Clear,Dry,Daylight,Traffic Signal,None Detected,35570F85-FE0F-4085-B591-28772EB0A242,DE,819F0E09-10A4-41D8-B485-3FBCB0757B19,Eleven O Clock,SportUtilityVehicle,MovingConstantSpeed,Southbound,40.0,No,No,2019,JEEP,39.11927515,-77.18243457,Compass_Jeep,8,2025,10,21,8,Tuesday,2025-10-21,43
2605,EJ7904003F,250045172,Gaithersburg_Police_Department,Injury Crash,2025-10-08 06:37:00,Municipality_Route,N SUMMIT AVE,BROOKS AVE,Head-On,Weather Related,Rain,Wet,Dark - Lighted,Traffic Signal,None Detected,098B0F53-75B1-42D3-967D-C607CD82BA79,MD,01CF1B6A-1129-42C3-BF61-78F35CAAD67E,Twelve O Clock,PassengerCar,MovingConstantSpeed,East,25.0,No,No,2002,NISSAN,39.14423319,-77.19283205,Frontier_Nissan,6,2025,10,8,6,Wednesday,2025-10-08,41
2606,EJ7906002Y,250045473,Gaithersburg_Police_Department,Injury Crash,2025-10-09 19:13:00,County_Route,MUDDY BRANCH RD (SB/L),W DIAMOND AVE,Other,Right-of-Way Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,A5BFC0B3-7326-4E45-9A24-765A3D3F3EE5,MD,74AF38BF-5A7E-4284-8F80-AF56811B75D1,One O Clock,PassengerCar,MakingLeftTurn,North,35.0,No,No,2016,SUBARU,39.14009355,-77.20501953,Outback_Subaru,19,2025,10,9,19,Thursday,2025-10-09,41
2607,MCP3113007J,250046140,Montgomery_County_Police,Injury Crash,2025-10-14 09:00:00,Interstate_Route,CAPITAL BELTWAY,BREWSTER AVE,Single Vehicle,Driver Inattention,Rain,Wet,Daylight,No Control,None Detected,11642235-5574-409D-BB4C-850A8C30B643,MD,57F0C3A6-5DEF-435C-B2CB-02C2B237D56A,One O Clock,PassengerCar,MovingConstantSpeed,Eastbound,55.0,No,No,2008,HONDA,39.01346375,-77.04811488,Civic_Honda,9,2025,10,14,9,Tuesday,2025-10-14,42
2608,DD5538005X,250046646,Rockville_Police_Department,Property Damage Crash,2025-10-17 06:24:00,Municipality_Route,TAFT ST,E GUDE DR,Angle Collision,Lane Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,7BF2E7E9-F7C9-473C-AF0D-D6E05CCBB075,MD,7E51F6CB-1BF5-43A1-A891-74991ECF72E3,One O Clock,SportUtilityVehicle,MakingRightTurn,Eastbound,35.0,No,No,2011,ACURA,39.09411162,-77.13271403,RDX_Acura,6,2025,10,17,6,Friday,2025-10-17,42
2610,MCP3271006D,250046714,Montgomery_County_Police,Injury Crash,2025-10-17 14:30:00,Interstate_Route,CAPITAL BELTWAY,DILSTON RD,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,5F6FF7FE-6CCE-420C-8A97-3BB475141DF7,VA,E1A81B0B-1BEE-48C8-9905-54D04DED5815,Six O Clock,SportUtilityVehicle,SlowingOrStopping,Northbound,55.0,No,No,2016,HONDA,38.99456673,-77.15779682,CR-V_Honda,14,2025,10,17,14,Friday,2025-10-17,42
2611,MCP2844008N,250046947,Montgomery_County_Police,Injury Crash,2025-10-19 12:10:00,Bicycle_Route,OLNEY LAYTONSVILLE RD,ELTON RD,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,Stop Sign,None Detected,FCA10E9E-01B7-49EA-9F5F-DFFF0AB4B26E,MD,C6FE6463-EC59-4A22-A18C-52958842BE62,Six O Clock,PassengerCar,SlowingOrStopping,Northbound,20.0,No,No,2018,FORD,39.09135344,-77.0690513,Taurus_Ford,12,2025,10,19,12,Sunday,2025-10-19,42
2612,MCP9429001P,250045768,Montgomery_County_Police,Property Damage Crash,2025-10-11 18:15:00,Maryland_State_Route,GERMANTOWN RD,GERMANTOWN RD,Sideswipe (Same Direction),Weather Related,Clear,Dry,Dark - Lighted,Traffic Signal,Combined Substance Present,EF370885-6279-42B0-9609-AD0A011F682C,MD,713674CD-6CF8-4421-91E2-00A260D7CDE7,Seven O Clock,SportUtilityVehicle,Parked,South,2.5,No,Yes,2018,HONDA,38.99885869,-77.03079464,Pilot_Honda,18,2025,10,11,18,Saturday,2025-10-11,41
2614,MCP3407001P,250046578,Montgomery_County_Police,Property Damage Crash,2025-10-16 17:03:00,Maryland_State_Route,FREDERICK RD,FRANKLIN AVE,Rear-End (Same Direction),Congestion / Backup,Clear,Dry,Daylight,No Control,None Detected,5597DA74-28E6-46D4-B897-E604BB8D9EF4,MD,89829707-44CD-4F0A-AAD9-615383A1B88F,Seven O Clock,TransitBus,StoppedInTrafficLane,Northbound,35.0,No,No,2019,HONDA,39.19263333,-77.24259167,CR-V_Honda,17,2025,10,16,17,Thursday,2025-10-16,42
2615,MCP34140028,250046125,Montgomery_County_Police,Injury Crash,2025-10-14 09:15:00,County_Route,GRACE CHURCH RD,SECOND AVE,Angle Collision,Weather Related,Cloudy,Wet,Daylight,Stop Sign,None Detected,5692D811-451F-4850-8119-B6CEAD0D4140,MD,6B1656E0-5D93-44AA-9398-9B74ED26A6EC,Twelve O Clock,PassengerCar,Accelerating,South,25.0,No,No,2018,HYUNDAI,39.00403647,-77.04100671,Santa Fe Sport_Hyundai,9,2025,10,14,9,Tuesday,2025-10-14,42
2616,MCP3414002B,250046152,Montgomery_County_Police,Property Damage Crash,2025-10-14 10:40:00,County_Route,FENTON ST,RAMP 1 FR IS 270 NB TO SHADY GROVE RD WB,Sideswipe (Opposite Direction),Weather Related,Cloudy,Wet,Daylight,No Control,None Detected,ED163021-E1AE-4F09-9E8A-B29E61812EB2,MD,F216F657-CBF4-4CF1-B6EC-3B6754F4E0C0,Ten O Clock,PassengerCar,SlowingOrStopping,Southbound,25.0,No,No,2006,TOYOTA,38.99279138,-77.02407345,Sienna_Toyota,10,2025,10,14,10,Tuesday,2025-10-14,42
2617,MCP93180048,250044660,Montgomery_County_Police,Property Damage Crash,2025-10-04 16:41:00,US_State_Route,COLUMBIA PIKE,PRELUDE DR,Rear-End (Same Direction),Tailgating,Clear,Dry,Daylight,Traffic Signal,None Detected,9EB2875F-E844-490F-88CA-EFCF5D017D2E,MD,23443810-0172-4A6F-8008-A756783090D9,Twelve O Clock,PassengerCar,MovingConstantSpeed,Northbound,40.0,No,No,2016,HONDA,39.03918212,-76.99782419,Accord_Honda,16,2025,10,4,16,Saturday,2025-10-04,40
2618,MCP2717010V,250047134,Montgomery_County_Police,Property Damage Crash,2025-10-20 15:25:00,County_Route,GEORGIA AVE,BOWMAN MILL RD,Rear-End (Same Direction),Road Obstruction,Clear,Dry,Daylight,No Control,None Detected,5FC725ED-A646-4EBB-BDDB-2C62E7E95C3B,MD,19A2FB58-4182-482D-8535-1EE96723ED05,Twelve O Clock,PassengerCar,Parked,South,2.5,No,Yes,2019,DODGE,39.0388483,-77.05417557,Charger_Dodge,15,2025,10,20,15,Monday,2025-10-20,43
2619,MCP3073006Q,250046381,Montgomery_County_Police,Property Damage Crash,2025-10-15 15:42:00,County_Route,CASHELL RD,BOOTH ST,Single Vehicle,Lane Violation,Clear,Dry,Daylight,No Control,None Detected,2B433567-4F58-400B-8546-1C9EAAEB8707,MD,01468E8C-6ADE-4355-971C-9D27ABEDAFE3,Eleven O Clock,SchoolBus,MovingConstantSpeed,Southbound,35.0,No,No,2024,BMW,39.1411783,-77.09186976,X5_BMW,15,2025,10,15,15,Wednesday,2025-10-15,42
2620,MCP2708009K,250046753,Montgomery_County_Police,Property Damage Crash,2025-10-17 16:47:00,Interstate_Route,CAPITAL BELTWAY (WB/L),MONTGOMERY VILLAGE AVE,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Daylight,No Control,None Detected,3FB82D50-F2FC-49FF-BA68-4D93E0C5F75C,MD,9FD8AA62-84DB-4802-9EBC-24A6E40B05D1,Ten O Clock,ATV,Accelerating,Westbound,55.0,No,No,2021,CHEVROLET,39.01594018,-77.00753281,Silverado_Chevrolet,16,2025,10,17,16,Friday,2025-10-17,42
2621,MCP3289004G,250047111,Montgomery_County_Police,Property Damage Crash,2025-10-21 13:08:00,County_Route,E GUDE DR,ENT TO ROUTE 124 PLAZA,Back-to-Back,Weather Related,Clear,Dry,Daylight,Flashing Traffic Signal,None Detected,C08711B0-D61D-4570-94F8-59C1DA0A1037,MD,629FDD19-D558-4F34-BC86-5A4372581F03,Six O Clock,PassengerCar,Parked,East,2.5,No,Yes,2018,HONDA,39.02168767,-76.97548526,Accord_Honda,13,2025,10,21,13,Tuesday,2025-10-21,43
2622,MCP3237001P,250046788,Montgomery_County_Police,Property Damage Crash,2025-10-17 22:22:00,Maryland_State_Route,W MONTGOMERY AVE (WB/L),SHADY GROVE RD,Sideswipe (Same Direction),Lane Violation,Clear,Dry,Dark - Lighted,Traffic Signal,None Detected,CC5EDAAA-3B48-4780-932B-8B0AC640DDF2,MD,DCB4821A-303F-4F9B-9811-14A5DDBD1AAF,Eleven O Clock,PassengerCar,MakingLeftTurn,Westbound,45.0,No,No,2015,FORD,39.10346463,-77.19051451,Fusion_Ford,22,2025,10,17,22,Friday,2025-10-17,42
